WKT;codvia;lf_add;lt_add;rf_add;rt_add;tipcalle;nomcalle;longitud;tipnomcall
"LINESTRING (723276.585 4373961.598,723355.647 4374009.728)";81741;1;1;2;2;CMNO;VICENTE TORMO ALFONSO (CARDIOLEG);0.00000;CMNO. VICENTE TORMO ALFONSO (CARDIOLEG)
"LINESTRING (724835.163 4369472.388,724816.151 4369402.887,724802.398 4369352.72)";71730;1;3;0;0;C;SORIA;0.00000;C. SORIA
"LINESTRING (724450.952 4377121.393,724378.108 4377136.5)";81666;0;0;0;0;C;MESTRE DE BORBOTO;0.00000;C. MESTRE DE BORBOTO
"LINESTRING (723074.489 4373055.67,723058.379 4373144.42499999981)";81423;0;0;0;0;AV;PIO BAROJA (ESCRIPTOR);0.00000;AV. PIO BAROJA (ESCRIPTOR)
"LINESTRING (723058.379 4373144.42499999981,723034.599 4373262.326)";81423;0;0;0;0;AV;PIO BAROJA (ESCRIPTOR);0.00000;AV. PIO BAROJA (ESCRIPTOR)
"LINESTRING (723034.599 4373262.326,723029.129 4373392.245)";81423;0;0;12;12;AV;PIO BAROJA (ESCRIPTOR);0.00000;AV. PIO BAROJA (ESCRIPTOR)
"LINESTRING (723068.069 4373611.88399999961,723095.096 4373749.20299999975,723120.149 4373856.24899999984)";81423;0;0;18;18;AV;PIO BAROJA (ESCRIPTOR);0.00000;AV. PIO BAROJA (ESCRIPTOR)
"LINESTRING (726786.309 4378132.63,726780.315 4378133.39,726760.888 4378138.398,726743.76 4378144.241,726717.232 4378151.962,726693.837 4378156.761,726679.633 4378160.309)";77640;0;0;22;22;CTRA;VOLANTE;0.00000;CTRA. VOLANTE
"LINESTRING (728058.949 4369890.65099999961,728066.161 4369899.923,728072.459 4369914.49199999962,728077.762 4369929.392,728079.419 4369954.557,728082.734 4369969.78799999971,728088.037 4369988.0,728089.694 4369997.602,728093.672 4370001.244,728107.924 4369991.64,728132.12 4369974.751,728151.013 4369961.836,728173.883 4369945.609,728176.203 4369939.648,728221.944 4369908.188,728218.003 4369899.10599999968,728212.369 4369889.835,728208.391 4369880.564,728203.751 4369865.332,728199.442 4369850.10099999979,728191.155 4369820.963,728190.864 4369809.785)";61230;53;53;0;0;CMNO;POU DE APARISI;0.00000;CMNO. POU DE APARISI
"LINESTRING (726835.951 4370069.305,726918.58 4369937.616,726934.778 4369910.21399999969)";81325;15;15;12;12;C;BOMBERO RAMON DUART;0.00000;C. BOMBERO RAMON DUART
"LINESTRING (724483.616 4375366.463,724471.643 4375379.767,724448.192 4375411.217,724424.035 4375442.99199999962,724414.312 4375457.234)";15000;5;5;2;4;C;CARLOS CORTINA;0.00000;C. CARLOS CORTINA
"LINESTRING (724505.429 4375326.387,724501.074 4375332.058,724494.237 4375344.59499999974,724483.616 4375366.463)";9090;11;11;10;10;CMNO;BARRAQUES DE LLUNA;0.00000;CMNO. BARRAQUES DE LLUNA
"LINESTRING (724579.335 4375243.22,724575.977 4375246.85599999968,724559.424 4375262.586,724539.291 4375280.168,724531.289 4375287.545,724521.413 4375302.091,724507.942 4375320.847,724505.429 4375326.387)";9090;3;7;4;8;CMNO;BARRAQUES DE LLUNA;0.00000;CMNO. BARRAQUES DE LLUNA
"LINESTRING (724604.645 4375200.035,724599.742 4375210.543,724583.144 4375237.204,724579.335 4375243.22)";9090;0;0;0;0;CMNO;BARRAQUES DE LLUNA;0.00000;CMNO. BARRAQUES DE LLUNA
"LINESTRING (724637.649 4375134.199,724630.554 4375148.013,724617.206 4375175.98599999957,724604.645 4375200.035)";9090;0;0;2;6;CMNO;BARRAQUES DE LLUNA;0.00000;CMNO. BARRAQUES DE LLUNA
"LINESTRING (724179.651 4368042.85699999984,724220.585 4368031.61199999973,724210.094 4367988.932,724170.184 4367999.155,724179.651 4368042.85699999984)";81771;1;1;0;0;PL;EP SECTOR LA TORRE C;0.00000;PL. EP SECTOR LA TORRE C
"LINESTRING (726143.91 4370930.989,726150.514 4370931.40099999961,726178.342 4370943.721,726333.138 4371034.16,726342.87 4371037.87899999972,726354.393 4371045.29899999965)";81772;1;31;2;48;C;EP FUENTE DE SAN LUIS 5;0.00000;C. EP FUENTE DE SAN LUIS 5
"LINESTRING (724272.014 4368161.296,724181.752 4368187.838)";81773;0;0;8;8;C;EP CASTILLO DE CULLERA 22;0.00000;C. EP CASTILLO DE CULLERA 22
"LINESTRING (724350.912 4368142.268,724272.014 4368161.296)";81773;0;0;0;0;C;EP CASTILLO DE CULLERA 22;0.00000;C. EP CASTILLO DE CULLERA 22
"LINESTRING (724379.352 4368135.23199999984,724350.912 4368142.268)";81773;1;1;1;1;C;EP CASTILLO DE CULLERA 22;0.00000;C. EP CASTILLO DE CULLERA 22
"LINESTRING (724884.562 4375254.569,724876.244 4375250.41399999987,724868.186 4375248.07699999958)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724868.186 4375248.07699999958,724859.088 4375246.519,724844.791 4375242.62299999967,724786.737 4375220.091,724764.234 4375213.40699999966)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724764.234 4375213.40699999966,724753.048 4375212.11,724741.598 4375211.763,724728.762 4375212.803)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (725561.394 4369372.182,725588.636 4369353.716)";78270;0;0;2;8;ENTRD;ZURDO;0.00000;ENTRD. ZURDO
"LINESTRING (724728.762 4375212.803,724720.586 4375219.588,724714.657 4375228.245,724710.096 4375241.45799999963,724705.079 4375254.671,724684.1 4375271.53,724655.368 4375305.246)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724655.368 4375305.246,724606.979 4375365.068)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724606.979 4375365.068,724583.304 4375391.592)";35460;159;159;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724583.304 4375391.592,724555.014 4375426.35699999984)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724555.014 4375426.35699999984,724484.149 4375512.416)";35460;161;163;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724484.149 4375512.416,724386.141 4375628.711)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724386.141 4375628.711,724338.588 4375682.69699999969)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724338.588 4375682.69699999969,724294.561 4375735.648)";35460;0;0;0;0;AV;HERMANOS MACHADO;0.00000;AV. HERMANOS MACHADO
"LINESTRING (724414.312 4375457.234,724484.149 4375512.416)";80960;0;0;24;24;C;SALVADOR CERVERO;0.00000;C. SALVADOR CERVERO
"LINESTRING (723726.354 4375053.251,723601.044 4374959.757)";37920;7;11;8;8;C;JAIME II;0.00000;C. JAIME II
"LINESTRING (726952.668 4370419.598,726998.86 4370447.513,727013.916 4370422.78299999982,726966.321 4370394.86799999978,726952.668 4370419.598)";81735;1;1;0;0;PL;EP CANALETA;0.00000;PL. EP CANALETA
"LINESTRING (729899.906 4373380.427,729930.625 4373375.46399999969)";75750;37;37;0;0;C;VICENTE LA RODA;0.00000;C. VICENTE LA RODA
"LINESTRING (729846.943 4373388.149,729873.939 4373384.468)";75750;31;33;34;34;C;VICENTE LA RODA;0.00000;C. VICENTE LA RODA
"LINESTRING (729899.906 4373380.427,729902.342 4373323.87899999972,729847.89 4373322.61099999957,729846.943 4373388.149)";81734;1;1;0;0;PL;HUGO ZARATE;0.00000;PL. HUGO ZARATE
"LINESTRING (726992.485 4367128.17899999954,727006.506 4367210.297)";81561;0;0;0;0;C;AGUSTIN VELARTE MORTE;0.00000;C. AGUSTIN VELARTE MORTE
"LINESTRING (725480.89 4378736.28199999966,725480.433 4378697.437,725450.743 4378697.031,725421.458 4378696.218,725379.565 4378695.405,725373.057 4378745.796)";3660;0;0;10;10;CMNO;ALQUERIA DE CHILET;0.00000;CMNO. ALQUERIA DE CHILET
"LINESTRING (725480.433 4378697.437,725499.437 4378687.27199999988)";3660;0;0;0;0;CMNO;ALQUERIA DE CHILET;0.00000;CMNO. ALQUERIA DE CHILET
"LINESTRING (725499.437 4378687.27199999988,725477.44 4378585.471)";13350;0;0;0;0;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (725477.44 4378585.471,725431.863 4378584.37899999972,725392.33 4378583.353,725322.504 4378582.84,725309.668 4378581.814,725303.507 4378578.73599999957,725301.453 4378571.042,725300.426 4378562.834,725298.372 4378560.269,725246.342 4378558.218,725221.184 4378557.19199999981)";13350;0;0;0;0;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (725477.44 4378585.471,725474.544 4378527.025,725469.804 4378516.69199999981,725417.24 4378416.71,725410.344 4378399.48699999973)";13350;0;0;0;0;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (725410.344 4378399.48699999973,725344.669 4378399.455,725309.12 4378398.178,725305.54 4378404.31,725298.123 4378405.07699999958,725214.428 4378407.386)";13350;0;0;12;18;CMNO;CALVARIO;0.00000;CMNO. CALVARIO
"LINESTRING (724673.18 4378339.23699999973,724660.056 4378341.928,724616.676 4378343.11099999957,724562.254 4378347.445)";10350;9;9;0;0;CMNO;BENIFARAIG A MONCADA;0.00000;CMNO. BENIFARAIG A MONCADA
"LINESTRING (724716.431 4378505.045,724711.865 4378535.104)";30060;1;5;4;4;C;FERRER Y BIGNE;0.00000;C. FERRER Y BIGNE
"LINESTRING (723248.004 4368862.01499999966,723297.587 4368862.71399999969,723301.388 4368905.49899999984,723305.532 4368914.126,723309.678 4368929.307)";40770;0;0;0;0;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (723297.587 4368862.71399999969,723324.31 4368863.734,723359.429 4368863.233,723389.03 4368861.228,723413.614 4368858.22,723458.767 4368857.718)";40770;9;9;0;0;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (723458.767 4368857.718,723469.303 4368858.21899999958,723496.897 4368860.72499999963,723514.958 4368861.227,723543.054 4368862.228,723586.702 4368862.729)";40770;7;7;2;8;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (722968.253 4368944.803,722965.939 4369002.209,722963.16 4369061.92899999954,722968.721 4369065.17,722991.89 4369070.72499999963,722988.186 4369116.295)";40770;0;0;32;38;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (723007.874 4368831.738,723007.543 4368895.295,723003.521 4368942.75,722968.253 4368944.803)";40770;0;0;20;30;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (723007.874 4368831.738,723029.775 4368831.905,723048.934 4368833.94,723066.463 4368835.569,723091.329 4368837.605,723114.972 4368842.898,723134.539 4368849.82199999969,723171.37 4368856.314,723219.47 4368862.01499999966,723248.004 4368862.01499999966)";40770;19;23;0;0;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (722834.822 4368833.32799999975,722868.213 4368835.456,722888.105 4368834.036,722955.25 4368834.40099999961,722973.235 4368834.40099999961,723007.874 4368831.738)";40770;25;25;0;0;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (723248.004 4368862.01499999966,723247.662 4368850.21,723251.737 4368796.04399999976,723255.395 4368759.61099999957,723277.407 4368761.24)";40770;11;17;0;0;CTRA;"PERRINA, LA";0.00000;"CTRA. PERRINA, LA"
"LINESTRING (728773.496 4372241.184,728813.216 4372226.778)";13800;91;91;0;0;C;CAMPOAMOR;0.00000;C. CAMPOAMOR
"LINESTRING (728761.37 4372205.638,728773.496 4372241.184)";37230;0;0;6;6;C;INGENIERO RAFAEL JANINI;0.00000;C. INGENIERO RAFAEL JANINI
"LINESTRING (724125.074 4378396.459,724139.198 4378400.51,724173.565 4378406.81699999981,724218.922 4378413.825,724222.429 4378412.19,724228.742 4378377.61699999962)";9060;0;0;2;16;ENTRD;BARRAQUES DE CASTELLO;0.00000;ENTRD. BARRAQUES DE CASTELLO
"LINESTRING (724222.429 4378412.19,724225.416 4378413.501,724247.91 4378418.10699999984,724248.464 4378411.291,724250.123 4378403.369)";9060;0;0;26;28;ENTRD;BARRAQUES DE CASTELLO;0.00000;ENTRD. BARRAQUES DE CASTELLO
"LINESTRING (724250.123 4378403.369,724254.363 4378386.421,724257.314 4378368.92,724260.3 4378339.90099999961,724340.909 4378339.996)";9060;0;0;18;24;ENTRD;BARRAQUES DE CASTELLO;0.00000;ENTRD. BARRAQUES DE CASTELLO
"LINESTRING (724250.123 4378403.369,724254.087 4378405.221,724256.236 4378407.67499999981,724264.063 4378421.93499999959,724271.583 4378446.16299999971,724278.374 4378466.49199999962,724285.741 4378484.586,724307.971 4378549.616,724325.796 4378596.915)";9060;0;0;30;34;ENTRD;BARRAQUES DE CASTELLO;0.00000;ENTRD. BARRAQUES DE CASTELLO
"LINESTRING (724119.487 4378632.017,724113.421 4378671.209)";9060;0;0;38;38;ENTRD;BARRAQUES DE CASTELLO;0.00000;ENTRD. BARRAQUES DE CASTELLO
"LINESTRING (722475.789 4379843.99199999962,722471.451 4379914.08899999969,722461.681 4379926.103,722455.148 4380000.56599999964,722453.895 4380007.324,722449.136 4380015.08299999963,722441.608 4380024.74799999967,722432.339 4380042.519,722375.975 4380075.808,722372.388 4380110.263,722414.473 4380138.045,722441.281 4380192.462,722462.328 4380244.655,722478.219 4380240.37399999984,722513.041 4380222.853,722530.074 4380208.336,722561.889 4380176.04899999965)";81451;3;5;4;8;CMNO;"COSSA, DE LA";0.00000;"CMNO. COSSA, DE LA"
"LINESTRING (722441.281 4380192.462,722487.125 4380148.835)";81451;7;7;8;8;CMNO;"COSSA, DE LA";0.00000;"CMNO. COSSA, DE LA"
"LINESTRING (722489.445 4379761.631,722505.704 4379666.68599999975,722512.065 4379640.468,722512.064 4379472.042,722523.994 4379424.002,722552.619 4379337.405)";81451;1;1;2;2;CMNO;"COSSA, DE LA";0.00000;"CMNO. COSSA, DE LA"
"LINESTRING (722765.275 4379647.954,722675.575 4379711.392,722535.219 4379804.89599999972,722475.789 4379843.99199999962)";81449;1;9;2;4;ENTRD;HUERTO DE RIDAURA;0.00000;ENTRD. HUERTO DE RIDAURA
"LINESTRING (723377.232 4373466.591,723510.658 4373543.29899999965)";81645;1;1;2;6;C;RAFAEL ALBERTI (POETA);0.00000;C. RAFAEL ALBERTI (POETA)
"LINESTRING (722489.445 4379761.631,722728.574 4379601.774)";81730;0;0;2;16;C;L´HORT DE L´ESCALA;0.00000;C. L´HORT DE L´ESCALA
"LINESTRING (722644.541 4379666.256,722656.461 4379685.126,722548.863 4379754.846,722536.613 4379739.546,722644.541 4379666.256)";81730;0;0;2;16;C;L´HORT DE L´ESCALA;0.00000;C. L´HORT DE L´ESCALA
"LINESTRING (729372.626 4371111.609,729412.953 4371128.347,729476.353 4371155.08)";40230;0;0;0;0;C;JUAN VERDEGUER;0.00000;C. JUAN VERDEGUER
"LINESTRING (729396.212 4371031.267,729517.314 4371066.471)";30960;0;0;0;0;AV;FRANCIA;0.00000;AV. FRANCIA
"LINESTRING (729372.626 4371111.609,729396.213 4371031.267)";81728;0;0;2;2;C;XAVIER CASP (POETA);0.00000;C. XAVIER CASP (POETA)
"LINESTRING (729087.708 4369731.019,729081.657 4369776.97599999979,729078.267 4369789.07,729069.773 4369839.484)";40860;0;0;8;18;C.V.;"PUNTA, LA";0.00000;"C.V. PUNTA, LA"
"LINESTRING (729128.978 4369737.394,729130.083 4369713.77099999972,729129.357 4369695.389)";40860;7;7;0;0;C.V.;"PUNTA, LA";0.00000;"C.V. PUNTA, LA"
"LINESTRING (729070.718 4370080.16199999955,729000.339 4370056.73,728998.628 4370051.847,729020.377 4369997.78699999955)";52530;0;0;22;22;C.V.;NAZARET;0.00000;C.V. NAZARET
"LINESTRING (722489.445 4379761.631,722475.789 4379843.99199999962)";81451;0;0;2;2;CMNO;"COSSA, DE LA";0.00000;"CMNO. COSSA, DE LA"
"LINESTRING (729223.803 4368510.195,729238.366 4368341.33,729245.855 4368255.088,729264.744 4368033.387)";13920;67;93;176;214;CMNO;CANAL;0.00000;CMNO. CANAL
"LINESTRING (729081.549 4368933.51499999966,729119.391 4368919.79399999976,729154.907 4368913.696,729174.736 4368909.558,729212.214 4368905.418,729234.657 4368902.586)";21330;27;33;0;0;CTRA;CRESPO;0.00000;CTRA. CRESPO
"LINESTRING (725638.132 4370634.81,725596.046 4370611.403)";81669;0;0;2;2;PL;NICOLAS FERRER I JULVE (RECTOR);0.00000;PL. NICOLAS FERRER I JULVE (RECTOR)
"LINESTRING (724786.299 4369560.955,724767.265 4369495.97499999963)";71730;0;0;2;2;C;SORIA;0.00000;C. SORIA
"LINESTRING (734594.588 4352085.837,734531.565 4352200.195,734427.727 4352402.86799999978)";34140;0;0;88;88;PSO;"GOLAS, DE LAS";0.00000;"PSO. GOLAS, DE LAS"
"LINESTRING (727206.791 4369751.247,727188.412 4369780.597)";31740;0;0;0;0;CTRA;FUENTE EN CORTS;0.00000;CTRA. FUENTE EN CORTS
"LINESTRING (724565.126 4367932.963,724541.859 4367829.541)";81183;0;0;16;16;C;ISMAEL BLAT (PINTOR);0.00000;C. ISMAEL BLAT (PINTOR)
"LINESTRING (727230.379 4371745.922,727258.876 4371828.269,727240.629 4371834.70299999975,727267.232 4371918.35)";70860;1;11;4;10;C;ANTIGA SENDA SENENT;0.00000;C. ANTIGA SENDA SENENT
"LINESTRING (728107.331 4371668.581,728068.11 4371563.11099999957)";81647;7;7;6;6;PL;SANTA APOLONIA;0.00000;PL. SANTA APOLONIA
"LINESTRING (728163.27 4371648.298,728126.713 4371543.136)";81647;1;1;0;0;PL;SANTA APOLONIA;0.00000;PL. SANTA APOLONIA
"LINESTRING (727284.237 4371726.10099999979,727230.379 4371745.922)";58890;0;0;4;8;C;PINTOR MONLEON;0.00000;C. PINTOR MONLEON
"LINESTRING (722647.513 4379286.364,722717.337 4379288.19099999964)";81710;0;0;2;2;C;CRISTOBAL VALLS LLORENS (METGE);0.00000;C. CRISTOBAL VALLS LLORENS (METGE)
"LINESTRING (727328.732 4369750.32699999958,727330.245 4369791.977,727322.713 4369801.81699999981,727334.3 4369842.04399999976,727340.674 4369864.03799999971,727355.454 4369913.98199999984,727340.1 4369929.031)";4290;11;13;0;0;ENTRD;ALQUERIA DEL REAL;0.00000;ENTRD. ALQUERIA DEL REAL
"LINESTRING (726280.621 4374083.54899999965,726300.048 4374078.161)";19110;0;0;0;0;C;COFRENTES;0.00000;C. COFRENTES
"LINESTRING (726300.048 4374078.161,726334.228 4374068.683)";19110;0;0;8;10;C;COFRENTES;0.00000;C. COFRENTES
"LINESTRING (726300.048 4374078.161,726287.992 4374038.133,726236.23 4374055.81599999964,726241.939 4374068.555,726274.291 4374059.619,726280.621 4374083.54899999965)";81709;1;9;2;8;PL;MANUEL LAGUARDA CUBELLS;0.00000;PL. MANUEL LAGUARDA CUBELLS
"LINESTRING (722552.619 4379337.405,722716.171 4379344.803)";81326;1;3;2;4;C;PARE CIPRIA;0.00000;C. PARE CIPRIA
"LINESTRING (727619.74 4373065.109,727635.089 4373055.096,727655.775 4373024.596)";34290;11;11;0;0;C;GORGOS;0.00000;C. GORGOS
"LINESTRING (727585.468 4372967.432,727619.74 4373065.109)";81491;1;1;0;0;C;EP BLASCO IBAÑEZ 35;0.00000;C. EP BLASCO IBAÑEZ 35
"LINESTRING (729028.063 4371577.836,729086.32 4371557.007)";56310;19;19;22;24;C;PEAÑA;0.00000;C. PEAÑA
"LINESTRING (729005.475 4371510.75899999961,729043.132 4371497.01)";2880;21;23;42;42;C;ALMIRANTE CRUILLES;0.00000;C. ALMIRANTE CRUILLES
"LINESTRING (727374.227 4369475.295,727335.257 4369544.04399999976)";31740;107;115;94;106;CTRA;FUENTE EN CORTS;0.00000;CTRA. FUENTE EN CORTS
"LINESTRING (727374.227 4369475.295,727351.106 4369474.30599999987,727329.885 4369476.39099999983,727284.313 4369480.21499999985,727255.787 4369484.38499999978,727237.349 4369485.77599999961,727222.043 4369489.599)";15600;1;9;2;14;ENTRD;CASA BAJOCA;0.00000;ENTRD. CASA BAJOCA
"LINESTRING (727915.958 4371582.59499999974,727825.248 4371613.57699999958)";7470;0;0;0;0;C;ASTURIAS;0.00000;C. ASTURIAS
"LINESTRING (727825.248 4371613.57699999958,727776.647 4371441.951)";54990;0;0;0;0;C;PADRE TOMAS MONTAÑANA;0.00000;C. PADRE TOMAS MONTAÑANA
"LINESTRING (725401.369 4368940.39499999955,725375.04 4368950.437,725326.79 4368971.029,725298.685 4368982.261,725278.074 4368989.74899999984,725260.273 4368996.301,725243.409 4369002.38399999961,725180.17 4369031.86699999962,725147.381 4369046.375)";15930;3;9;0;0;ENTRD;CASA GALLINETA;0.00000;ENTRD. CASA GALLINETA
"LINESTRING (725233.882 4369127.36099999957,725182.396 4369106.57,725141.172 4369084.576,725106.038 4369059.773)";15930;15;19;0;0;ENTRD;CASA GALLINETA;0.00000;ENTRD. CASA GALLINETA
"LINESTRING (727069.815 4370416.835,727006.098 4370379.93599999975)";81627;5;9;0;0;C;JUAN DE RIBERA BERENGUER (PINTOR);0.00000;C. JUAN DE RIBERA BERENGUER (PINTOR)
"LINESTRING (726997.922 4370375.201,726966.166 4370356.81099999975)";81627;5;5;0;0;C;JUAN DE RIBERA BERENGUER (PINTOR);0.00000;C. JUAN DE RIBERA BERENGUER (PINTOR)
"LINESTRING (726966.166 4370356.81099999975,726868.405 4370300.19699999969)";81627;0;0;0;0;C;JUAN DE RIBERA BERENGUER (PINTOR);0.00000;C. JUAN DE RIBERA BERENGUER (PINTOR)
"LINESTRING (726868.405 4370300.19699999969,726742.2 4370227.11)";81627;0;0;0;0;C;JUAN DE RIBERA BERENGUER (PINTOR);0.00000;C. JUAN DE RIBERA BERENGUER (PINTOR)
"LINESTRING (726934.095 4370411.165,726868.405 4370300.19699999969)";81101;0;0;24;24;AV;ALCALDE GISBERT RICO;0.00000;AV. ALCALDE GISBERT RICO
"LINESTRING (726918.014 4370438.41899999976,726934.095 4370411.165)";81653;1;1;0;0;C;LUIS ANTONIO GARCIA NAVARRO (MUSIC);0.00000;C. LUIS ANTONIO GARCIA NAVARRO (MUSIC)
"LINESTRING (726934.095 4370411.165,726966.166 4370356.81099999975)";81653;3;7;0;0;C;LUIS ANTONIO GARCIA NAVARRO (MUSIC);0.00000;C. LUIS ANTONIO GARCIA NAVARRO (MUSIC)
"LINESTRING (725580.44 4368304.002,725582.998 4368323.381)";15840;13;13;16;16;ENTRD;CASA ELS COLOMINS;0.00000;ENTRD. CASA ELS COLOMINS
"LINESTRING (725568.57 4368236.207,725569.927 4368247.847,725572.812 4368270.7,725574.668 4368283.671,725577.511 4368283.678)";16650;0;0;8;18;ENTRD;CASA EL SERENO;0.00000;ENTRD. CASA EL SERENO
"LINESTRING (729004.019 4370167.77199999988,729012.56 4370198.888)";81763;0;0;0;0;C;"ALQUERIA DEL FAVERO, L´";0.00000;"C. ALQUERIA DEL FAVERO, L´"
"LINESTRING (729012.56 4370198.888,729032.516 4370277.586,729038.914 4370300.792)";81763;0;0;8;8;C;"ALQUERIA DEL FAVERO, L´";0.00000;"C. ALQUERIA DEL FAVERO, L´"
"LINESTRING (729038.914 4370300.792,729043.198 4370319.671,729050.587 4370347.66299999971)";81763;0;0;0;0;C;"ALQUERIA DEL FAVERO, L´";0.00000;"C. ALQUERIA DEL FAVERO, L´"
"LINESTRING (729050.587 4370347.66299999971,729068.784 4370418.579)";81763;0;0;4;4;C;"ALQUERIA DEL FAVERO, L´";0.00000;"C. ALQUERIA DEL FAVERO, L´"
