"","ciudad","TVIA","NVIA","Latitud","longitud","NOMBRE"
"1","Barcelona","C    ","ALCOLEA                                           ","36,97449","-2,961038","Andalucía"
"2","Barcelona","C    ","SANTA FE                                          ","37,18936","-3,719076","Andalucía"
"3","Barcelona","C    ","HUELVA                                            ","37,2571","-6,949555","Andalucía"
"4","Barcelona","C    ","CASTELLAR                                         ","38,25621","-3,131925","Andalucía"
"5","Barcelona","C    ","QUESADA                                           ","37,8451","-3,067591","Andalucía"
"6","Barcelona","C    ","SANTA ELENA                                       ","38,33911","-3,539236","Andalucía"
"7","Barcelona","PTGE ","TORRES                                            ","37,78608","-3,510031","Andalucía"
"8","Barcelona","C    ","ANTEQUERA                                         ","37,01938","-4,562885","Andalucía"
"9","Barcelona","C    ","PALENCIA                                          ","42,01246","-4,531175","Castilla y León"
"10","Barcelona","TRRNT","PERALES                                           ","42,19413","-4,580409","Castilla y León"
"11","Barcelona","C    ","BOADA                                             ","40,81601","-6,305747","Castilla y León"
"12","Barcelona","C    ","CASAFRANCA                                        ","40,59192","-5,761326","Castilla y León"
"13","Barcelona","C    ","SALAMANCA                                         ","40,96497","-5,663047","Castilla y León"
"14","Barcelona","C    ","VALERO                                            ","40,53548","-5,942448","Castilla y León"
"15","Barcelona","C    ","SEGOVIA                                           ","40,94943","-4,119209","Castilla y León"
"16","Barcelona","C    ","SORIA                                             ","41,7636","-2,464921","Castilla y León"
"17","Barcelona","C    ","VALLADOLID                                        ","41,65295","-4,728388","Castilla y León"
"18","Barcelona","C    ","JAMBRINA                                          ","41,39359","-5,66548","Castilla y León"
"19","Barcelona","C    ","MALVA                                             ","41,65389","-5,488196","Castilla y León"
"20","Barcelona","C    ","PORTO                                             ","42,16727","-6,899445","Castilla y León"
"21","Barcelona","C    ","TAPIOLES                                          ","41,85743","-5,496512","Castilla y León"
"22","Barcelona","TRRNT","TAPIOLES                                          ","41,85743","-5,496512","Castilla y León"
"23","Barcelona","C    ","ZAMORA                                            ","41,50368","-5,743778","Castilla y León"
"24","Barcelona","C    ","AIGUAFREDA                                        ","41,76884","2,250261","Cataluña"
"25","Barcelona","C    ","ALELLA                                            ","41,49395","2,295461","Cataluña"
"26","Barcelona","C    ","ALPENS                                            ","42,1201","2,101363","Cataluña"
"27","Barcelona","C    ","ARGENTONA                                         ","41,55555","2,400564","Cataluña"
"28","Barcelona","C    ","BADALONA                                          ","41,45014","2,24742","Cataluña"
"29","Barcelona","C    ","BALSARENY                                         ","41,86267","1,873386","Cataluña"
"30","Barcelona","MOLL ","BARCELONA                                         ","41,38792","2,169919","Cataluña"
"31","Barcelona","C    ","BELLPRAT                                          ","41,51725","1,433458","Cataluña"
"32","Barcelona","C    ","BERGA                                             ","42,10144","1,8438","Cataluña"
"33","Barcelona","C    ","CALAF                                             ","41,73342","1,513498","Cataluña"
"34","Barcelona","C    ","CALDERS                                           ","41,79227","1,996567","Cataluña"
"35","Barcelona","C    ","CALELLA                                           ","41,6134","2,657365","Cataluña"
"36","Barcelona","C    ","CAMPINS                                           ","41,72538","2,464172","Cataluña"
"37","Barcelona","C    ","CANOVELLES                                        ","41,61582","2,283456","Cataluña"
"38","Barcelona","C    ","CANYELLES                                         ","41,28708","1,721569","Cataluña"
"39","Barcelona","C    ","CAPELLADES                                        ","41,53075","1,679613","Cataluña"
"40","Barcelona","C    ","CARDEDEU                                          ","41,63816","2,354492","Cataluña"
"41","Barcelona","PTGE ","CARDEDEU                                          ","41,63816","2,354492","Cataluña"
"42","Barcelona","C    ","CARDONA                                           ","41,91392","1,681348","Cataluña"
"43","Barcelona","PL   ","CARDONA                                           ","41,91392","1,681348","Cataluña"
"44","Barcelona","C    ","CARME                                             ","41,53126","1,623486","Cataluña"
"45","Barcelona","PL   ","CARME                                             ","41,53126","1,623486","Cataluña"
"46","Barcelona","C    ","CASTELLBISBAL                                     ","41,47467","1,981407","Cataluña"
"47","Barcelona","C    ","CASTELLDEFELS                                     ","41,28039","1,976774","Cataluña"
"48","Barcelona","C    ","CASTELLTERÇOL                                     ","41,74788","2,12309","Cataluña"
"49","Barcelona","PTGE ","CENTELLES                                         ","41,79659","2,221327","Cataluña"
"50","Barcelona","C    ","COPONS                                            ","41,63666","1,517642","Cataluña"
"51","Barcelona","C    ","CUBELLES                                          ","41,20835","1,672825","Cataluña"
"52","Barcelona","C    ","DOSRIUS                                           ","41,59482","2,405386","Cataluña"
"53","Barcelona","C    ","ESPARREGUERA                                      ","41,53889","1,870692","Cataluña"
"54","Barcelona","C    ","FOLGUEROLES                                       ","41,93813","2,31796","Cataluña"
"55","Barcelona","C    ","GELIDA                                            ","41,44048","1,862745","Cataluña"
"56","Barcelona","C    ","GIRONELLA                                         ","42,03363","1,8825","Cataluña"
"57","Barcelona","C    ","GRANOLLERS                                        ","41,60821","2,287789","Cataluña"
"58","Barcelona","PTGE ","GRANOLLERS                                        ","41,60821","2,287789","Cataluña"
"59","Barcelona","C    ","IGUALADA                                          ","41,57877","1,617193","Cataluña"
"60","Barcelona","PTGE ","JORBA                                             ","41,60049","1,546195","Cataluña"
"61","Barcelona","C    ","JORBA                                             ","41,60049","1,546195","Cataluña"
"62","Barcelona","PTGE ","MANLLEU                                           ","41,99995","2,284165","Cataluña"
"63","Barcelona","C    ","MANLLEU                                           ","41,99995","2,284165","Cataluña"
"64","Barcelona","C    ","MANRESA                                           ","41,72517","1,823353","Cataluña"
"65","Barcelona","C    ","MARTORELLES                                       ","41,52577","2,242882","Cataluña"
"66","Barcelona","C    ","MASQUEFA                                          ","41,50307","1,811926","Cataluña"
"67","Barcelona","C    ","MATADEPERA                                        ","41,5967","2,026747","Cataluña"
"68","Barcelona","C    ","MEDIONA                                           ","41,48333","1,616667","Cataluña"
"69","Barcelona","CTRA ","MOLINS DE REI                                     ","41,41392","2,015836","Cataluña"
"70","Barcelona","C    ","MONTCLAR                                          ","42,01806","1,764081","Cataluña"
"71","Barcelona","C    ","MONTMAJOR                                         ","42,01777","1,735123","Cataluña"
"72","Barcelona","C    ","MONTSENY                                          ","41,76001","2,394918","Cataluña"
"73","Barcelona","C    ","MUNTANYOLA                                        ","41,87836","2,177301","Cataluña"
"74","Barcelona","C    ","MURA                                              ","41,69948","1,976545","Cataluña"
"75","Barcelona","C    ","OLVAN                                             ","42,05732","1,905637","Cataluña"
"76","Barcelona","C    ","PALAFOLLS                                         ","41,66497","2,749768","Cataluña"
"77","Barcelona","C    ","PERAFITA                                          ","42,0416","2,107158","Cataluña"
"78","Barcelona","PTGE ","PIERA                                             ","41,51797","1,743268","Cataluña"
"79","Barcelona","C    ","PONTONS                                           ","41,41599","1,5167","Cataluña"
"80","Barcelona","C    ","PUJALT                                            ","41,71723","1,422114","Cataluña"
"81","Barcelona","C    ","RIPOLLET                                          ","41,49736","2,155674","Cataluña"
"82","Barcelona","C    ","SALDES                                            ","42,22893","1,735597","Cataluña"
"83","Barcelona","C    ","SALLENT                                           ","41,8242","1,89493","Cataluña"
"84","Barcelona","C    ","SANT FELIU DE CODINES                             ","41,68893","2,164804","Cataluña"
"85","Barcelona","PL   ","SANT POL DE MAR                                   ","41,59945","2,615872","Cataluña"
"86","Barcelona","C    ","SANT QUIRZE SAFAJA                                ","41,72732","2,153063","Cataluña"
"87","Barcelona","C    ","SANTPEDOR                                         ","41,78357","1,839129","Cataluña"
"88","Barcelona","C    ","SITGES                                            ","41,23478","1,811222","Cataluña"
"89","Barcelona","C    ","SUBIRATS                                          ","41,38472","1,798056","Cataluña"
"90","Barcelona","C    ","TAGAMANENT                                        ","41,73962","2,265759","Cataluña"
"91","Barcelona","C    ","TARADELL                                          ","41,87363","2,287192","Cataluña"
"92","Barcelona","C    ","TERRASSA                                          ","41,56095","2,01044","Cataluña"
"93","Barcelona","C    ","TIANA                                             ","41,48324","2,26898","Cataluña"
"94","Barcelona","PTGE ","TONA                                              ","41,84785","2,227755","Cataluña"
"95","Barcelona","C    ","TORDERA                                           ","41,70206","2,71902","Cataluña"
"96","Barcelona","C    ","VACARISSES                                        ","41,60627","1,919159","Cataluña"
"97","Barcelona","C    ","VALLIRANA                                         ","41,38872","1,932255","Cataluña"
"98","Barcelona","C    ","VECIANA                                           ","41,65651","1,487973","Cataluña"
"99","Barcelona","C    ","VIC                                               ","41,93029","2,25435","Cataluña"
"100","Barcelona","C    ","VILADECANS                                        ","41,31601","2,020199","Cataluña"
"101","Barcelona","C    ","VILADECAVALLS                                     ","41,55547","1,954526","Cataluña"
"102","Barcelona","C    ","AGULLANA                                          ","42,39483","2,845378","Cataluña"
"103","Barcelona","C    ","AMER                                              ","42,0095","2,604287","Cataluña"
"104","Barcelona","C    ","BANYOLES                                          ","42,11812","2,764747","Cataluña"
"105","Barcelona","C    ","BEGUR                                             ","41,95374","3,208136","Cataluña"
"106","Barcelona","C    ","BIURE                                             ","42,33665","2,896511","Cataluña"
"107","Barcelona","BDA  ","BLANES                                            ","41,67427","2,792096","Cataluña"
"108","Barcelona","C    ","BORDILS                                           ","42,04543","2,909822","Cataluña"
"109","Barcelona","C    ","BREDA                                             ","41,74772","2,559948","Cataluña"
"110","Barcelona","C    ","CABANELLES                                        ","42,23071","2,820443","Cataluña"
"111","Barcelona","C    ","CABANES                                           ","42,30885","2,976825","Comunitat Valenciana"
"112","Barcelona","C    ","CABANES                                           ","42,30885","2,976825","Cataluña"
"113","Barcelona","C    ","CAMPRODON                                         ","42,31283","2,364999","Cataluña"
"114","Barcelona","C    ","DARNIUS                                           ","42,366","2,834749","Cataluña"
"115","Barcelona","C    ","DAS                                               ","42,36198","1,870623","Cataluña"
"116","Barcelona","C    ","FIGUERES                                          ","42,2675","2,96084","Cataluña"
"117","Barcelona","C    ","FONTCOBERTA                                       ","42,14968","2,785791","Cataluña"
"118","Barcelona","C    ","GARRIGUELLA                                       ","42,3443","3,064629","Cataluña"
"119","Barcelona","C    ","GIRONA                                            ","41,9818","2,8237","Cataluña"
"120","Barcelona","C    ","HOSTALRIC                                         ","41,74648","2,635484","Cataluña"
"121","Barcelona","C    ","LLAGOSTERA                                        ","41,82928","2,893911","Cataluña"
"122","Barcelona","C    ","LLORET DE MAR                                     ","41,69878","2,847584","Cataluña"
"123","Barcelona","C    ","NAVATA                                            ","42,22344","2,861938","Cataluña"
"124","Barcelona","C    ","OGASSA                                            ","42,26579","2,27784","Cataluña"
"125","Barcelona","C    ","OLOT                                              ","42,18211","2,488189","Cataluña"
"126","Barcelona","C    ","PALS                                              ","41,97121","3,148876","Cataluña"
"127","Barcelona","PL   ","PAU                                               ","42,3146","3,114368","Cataluña"
"128","Barcelona","C    ","PAU                                               ","42,3146","3,114368","Cataluña"
"129","Barcelona","PTGE ","PAU                                               ","42,3146","3,114368","Cataluña"
"130","Barcelona","C    ","PORTBOU                                           ","42,42653","3,15937","Cataluña"
"131","Barcelona","C    ","RIPOLL                                            ","42,20079","2,190623","Cataluña"
"132","Barcelona","C    ","RIUDARENES                                        ","41,82198","2,716726","Cataluña"
"133","Barcelona","C    ","RIUDAURA                                          ","42,18871","2,407468","Cataluña"
"134","Barcelona","PL   ","ROSES                                             ","42,26297","3,174805","Cataluña"
"135","Barcelona","C    ","SANT FERRIOL                                      ","42,20639","2,661678","Cataluña"
"136","Barcelona","C    ","SILS                                              ","41,80917","2,743466","Cataluña"
"137","Barcelona","C    ","SIURANA                                           ","42,20935","2,994269","Cataluña"
"138","Barcelona","C    ","AGRAMUNT                                          ","41,78611","1,098811","Cataluña"
"139","Barcelona","C    ","ALMACELLES                                        ","41,73101","0,4377279","Cataluña"
"140","Barcelona","C    ","ANGLESOLA                                         ","41,65731","1,086762","Cataluña"
"141","Barcelona","PTGE ","ANGLESOLA                                         ","41,65731","1,086762","Cataluña"
"142","Barcelona","C    ","ARBECA                                            ","41,54045","0,9184976","Cataluña"
"143","Barcelona","C    ","ARTESA DE SEGRE                                   ","41,89501","1,047474","Cataluña"
"144","Barcelona","C    ","BASSELLA                                          ","42,01102","1,288306","Cataluña"
"145","Barcelona","C    ","BIOSCA                                            ","41,83946","1,356162","Cataluña"
"146","Barcelona","C    ","CAMARASA                                          ","41,87198","0,8746512","Cataluña"
"147","Barcelona","C    ","CERVERA                                           ","41,66832","1,275151","Cataluña"
"148","Barcelona","C    ","FORADADA                                          ","41,87683","1,014578","Cataluña"
"149","Barcelona","C    ","IVORRA                                            ","41,77162","1,394549","Cataluña"
"150","Barcelona","C    ","LLEIDA                                            ","41,61415","0,6257825","Cataluña"
"151","Barcelona","ESCA ","LLOBERA                                           ","41,95104","1,472779","Cataluña"
"152","Barcelona","C    ","LLOBERA                                           ","41,95104","1,472779","Cataluña"
"153","Barcelona","PG   ","MOLLERUSSA                                        ","41,63004","0,8941285","Cataluña"
"154","Barcelona","C    ","OLIANA                                            ","42,06369","1,312823","Cataluña"
"155","Barcelona","C    ","SANT RAMON                                        ","41,7262","1,368338","Cataluña"
"156","Barcelona","PTGE ","SOLSONA                                           ","41,99363","1,517701","Cataluña"
"157","Barcelona","C    ","TREMP                                             ","42,16858","0,8949026","Cataluña"
"158","Barcelona","C    ","ALCANAR                                           ","40,54484","0,4811905","Cataluña"
"159","Barcelona","C    ","ALTAFULLA                                         ","41,14274","1,373146","Cataluña"
"160","Barcelona","C    ","AMPOSTA                                           ","40,71231","0,579972","Cataluña"
"161","Barcelona","C    ","ARNES                                             ","40,91098","0,260313","Cataluña"
"162","Barcelona","C    ","BOT                                               ","41,00909","0,3821412","Cataluña"
"163","Barcelona","PTGE ","CALAFELL                                          ","41,20056","1,568441","Cataluña"
"164","Barcelona","C    ","CAMBRILS                                          ","41,06705","1,056419","Cataluña"
"165","Barcelona","C    ","CAPÇANES                                          ","41,10155","0,780364","Cataluña"
"166","Barcelona","C    ","CONESA                                            ","41,5202","1,292709","Cataluña"
"167","Barcelona","C    ","CUNIT                                             ","41,19884","1,636739","Cataluña"
"168","Barcelona","C    ","FALSET                                            ","41,14634","0,8212665","Cataluña"
"169","Barcelona","C    ","FLIX                                              ","41,22744","0,5446956","Cataluña"
"170","Barcelona","C    ","GANDESA                                           ","41,05214","0,438685","Cataluña"
"171","Barcelona","C    ","GRATALLOPS                                        ","41,19287","0,7754412","Cataluña"
"172","Barcelona","PTGE ","LLORAC                                            ","41,55709","1,307496","Cataluña"
"173","Barcelona","C    ","MIRAVET                                           ","41,04","0,5978457","Cataluña"
"174","Barcelona","C    ","NULLES                                            ","41,25058","1,295914","Cataluña"
"175","Barcelona","C    ","PONTILS                                           ","41,47724","1,388271","Cataluña"
"176","Barcelona","C    ","PORRERA                                           ","41,18792","0,8540307","Cataluña"
"177","Barcelona","C    ","RENAU                                             ","41,22449","1,311648","Cataluña"
"178","Barcelona","C    ","REUS                                              ","41,15482","1,108676","Cataluña"
"179","Barcelona","C    ","RIUDECANYES                                       ","41,13054","0,9625295","Cataluña"
"180","Barcelona","C    ","RIUDOMS                                           ","41,13861","1,055814","Cataluña"
"181","Barcelona","PL   ","ROQUETES                                          ","40,82109","0,5021107","Cataluña"
"182","Barcelona","C    ","ROQUETES                                          ","40,82109","0,5021107","Cataluña"
"183","Barcelona","C    ","SALOU                                             ","41,07677","1,144041","Cataluña"
"184","Barcelona","C    ","TARRAGONA                                         ","41,11866","1,24533","Cataluña"
"185","Barcelona","C    ","TORTOSA                                           ","40,811","0,5209974","Cataluña"
"186","Barcelona","C    ","ULLDECONA                                         ","40,59736","0,4428432","Cataluña"
"187","Barcelona","C    ","VALLS                                             ","41,28728","1,251579","Cataluña"
"188","Barcelona","PAS  ","VALLS                                             ","41,28728","1,251579","Cataluña"
"189","Barcelona","C    ","VILA-SECA                                         ","41,11095","1,145001","Cataluña"
"190","Barcelona","C    ","VILALBA DELS ARCS                                 ","41,12055","0,4081464","Cataluña"
"191","Barcelona","C    ","CEUTA                                             ","35,88829","-5,316195","Ceuta"
"192","Barcelona","PTGE ","CEUTA                                             ","35,88829","-5,316195","Ceuta"
"193","Barcelona","C    ","MELILLA                                           ","35,29234","-2,938794","Melilla"
"194","Barcelona","C    ","BADAJOZ                                           ","38,8786","-6,970284","Extremadura"
"195","Barcelona","C    ","SANTA AMALIA                                      ","39,01209","-6,01155","Extremadura"
"196","Barcelona","C    ","SANTA MARTA                                       ","38,61237","-6,629105","Extremadura"
"197","Barcelona","RIERA","BLANCA                                            ","38,1792","-1,376201","Murcia, Región de"
"198","Barcelona","C    ","CARTAGENA                                         ","37,60565","-0,9912944","Murcia, Región de"
"199","Barcelona","C    ","FORTUNA                                           ","38,18111","-1,12821","Murcia, Región de"
"200","Barcelona","C    ","MURCIA                                            ","37,98344","-1,12989","Murcia, Región de"
"201","Barcelona","C    ","ESPRONCEDA                                        ","42,59675","-2,305045","Navarra, Comunidad Foral de"
"202","Barcelona","C    ","SAMANIEGO                                         ","42,56983","-2,680185","País Vasco"
"203","Barcelona","C    ","BERGARA                                           ","43,11822","-2,413358","País Vasco"
"204","Barcelona","C    ","LEGAZPI                                           ","43,05436","-2,333641","País Vasco"
"205","Barcelona","C    ","SEGURA                                            ","43,00922","-2,252519","País Vasco"
"206","Barcelona","C    ","TOLOSA                                            ","43,13698","-2,073914","País Vasco"
"207","Barcelona","C    ","BILBAO                                            ","43,25696","-2,923441","País Vasco"
"208","Barcelona","C    ","PORTUGALETE                                       ","43,32066","-3,020252","País Vasco"
"209","Barcelona","C    ","FINESTRAT                                         ","38,56909","-0,2107335","Comunitat Valenciana"
"210","Barcelona","C    ","SALINAS                                           ","38,51891","-0,9121291","Comunitat Valenciana"
"211","Barcelona","C    ","TEULADA                                           ","38,72881","0,1035751","Comunitat Valenciana"
"212","Barcelona","C    ","TORREVIEJA                                        ","37,97747","-0,6832271","Comunitat Valenciana"
"213","Barcelona","C    ","VILLENA                                           ","38,63634","-0,8661389","Comunitat Valenciana"
"214","Barcelona","C    ","CABANES                                           ","40,15477","0,0454299","Comunitat Valenciana"
"215","Barcelona","C    ","CABANES                                           ","40,15477","0,0454299","Cataluña"
"216","Barcelona","C    ","ROSSELL                                           ","40,61636","0,2205459","Comunitat Valenciana"
"217","Barcelona","C    ","SANT MATEU                                        ","40,46391","0,1782633","Comunitat Valenciana"
"218","Barcelona","C    ","VIVER                                             ","39,92135","-0,5944216","Comunitat Valenciana"
"219","Barcelona","PG   ","MIRAMAR                                           ","38,9516","-0,1387654","Comunitat Valenciana"
"220","Barcelona","AV   ","MIRAMAR                                           ","38,9516","-0,1387654","Comunitat Valenciana"
"221","Barcelona","CTRA ","MIRAMAR                                           ","38,9516","-0,1387654","Comunitat Valenciana"
"222","Barcelona","C    ","MONTSERRAT                                        ","39,3578","-0,6031014","Comunitat Valenciana"
"223","Barcelona","PTGE ","MONTSERRAT                                        ","39,3578","-0,6031014","Comunitat Valenciana"
"224","Barcelona","PLCET","MONTSERRAT                                        ","39,3578","-0,6031014","Comunitat Valenciana"
"225","Barcelona","C    ","ROCAFORT                                          ","39,53096","-0,4104713","Comunitat Valenciana"
"226","Barcelona","C    ","SERRA                                             ","39,68616","-0,4296759","Comunitat Valenciana"
"227","Barcelona","C    ","VALENCIA                                          ","39,47024","-0,3768049","Comunitat Valenciana"
"228","Barcelona","C    ","MIÑO                                              ","43,3475","-8,206388","Galicia"
"229","Barcelona","C    ","CERVANTES                                         ","42,86984","-7,060073","Galicia"
"230","Barcelona","PARC ","CERVANTES                                         ","42,86984","-7,060073","Galicia"
"231","Barcelona","PTGE ","LUGO                                              ","43,01208","-7,555851","Galicia"
"232","Barcelona","C    ","LUGO                                              ","43,01208","-7,555851","Galicia"
"233","Barcelona","AV   ","SARRIA                                            ","42,77766","-7,414474","Galicia"
"234","Barcelona","PL   ","SARRIA                                            ","42,77766","-7,414474","Galicia"
"235","Barcelona","C    ","PONTEVEDRA                                        ","42,43362","-8,648053","Galicia"
"236","Barcelona","C    ","ANDRATX                                           ","39,5708","2,421365","Balears, Illes"
"237","Barcelona","C    ","BUNYOLA                                           ","39,69663","2,699386","Balears, Illes"
"238","Barcelona","PL   ","EIVISSA                                           ","38,90886","1,432378","Balears, Illes"
"239","Barcelona","C    ","FELANITX                                          ","39,46876","3,148028","Balears, Illes"
"240","Barcelona","C    ","FORMENTERA                                        ","38,6964","1,453135","Balears, Illes"
"241","Barcelona","C    ","INCA                                              ","39,71875","2,915544","Balears, Illes"
"242","Barcelona","PL   ","LLUCMAJOR                                         ","39,48591","2,89485","Balears, Illes"
"243","Barcelona","C    ","MANACOR                                           ","39,57434","3,20142","Balears, Illes"
"244","Barcelona","C    ","PALMA                                             ","39,56951","2,649966","Balears, Illes"
"245","Barcelona","C    ","POLLENÇA                                          ","39,87775","3,017193","Balears, Illes"
"246","Barcelona","PG   ","SANT JOAN                                         ","39,59594","3,039554","Balears, Illes"
"247","Barcelona","C    ","SELVA                                             ","39,75464","2,90122","Balears, Illes"
"248","Barcelona","C    ","VALLDEMOSSA                                       ","39,71176","2,622538","Balears, Illes"
"249","Barcelona","C    ","LEIVA                                             ","42,50365","-3,046514","Rioja, La"
"250","Barcelona","C    ","SANTA COLOMA                                      ","42,36699","-2,655694","Rioja, La"
"251","Barcelona","PG   ","SANTA COLOMA                                      ","42,36699","-2,655694","Rioja, La"
"252","Barcelona","AV   ","MADRID                                            ","40,41669","-3,700346","Madrid, Comunidad de"
"253","Barcelona","C    ","SEVILLA                                           ","37,38264","-5,996295","Andalucía"
"254","Barcelona","C    ","CANFRANC                                          ","42,71557","-0,5256487","Aragón"
"255","Barcelona","C    ","CAPELLA                                           ","42,19704","0,3961923","Aragón"
"256","Barcelona","C    ","FRAGA                                             ","41,52243","0,3489263","Aragón"
"257","Barcelona","C    ","GRAUS                                             ","42,19274","0,3389097","Aragón"
"258","Barcelona","C    ","SENA                                              ","41,71468","-0,0437513","Aragón"
"259","Barcelona","PL   ","VERACRUZ                                          ","42,38238","0,610943","Aragón"
"260","Barcelona","C    ","ALBA                                              ","40,61812","-1,345689","Aragón"
"261","Barcelona","C    ","ALLOZA                                            ","40,96944","-0,5302091","Aragón"
"262","Barcelona","C    ","ANDORRA                                           ","40,97544","-0,4436573","Aragón"
"263","Barcelona","C    ","BLESA                                             ","41,05129","-0,8843605","Aragón"
"264","Barcelona","PTGE ","SANTA EULALIA                                     ","40,56639","-1,312636","Aragón"
"265","Barcelona","PG   ","SANTA EULALIA                                     ","40,56639","-1,312636","Aragón"
"266","Barcelona","PL   ","SANTA EULALIA                                     ","40,56639","-1,312636","Aragón"
"267","Barcelona","BDA  ","SANTA EULALIA                                     ","40,56639","-1,312636","Aragón"
"268","Barcelona","C    ","SANTA EULALIA                                     ","40,56639","-1,312636","Aragón"
"269","Barcelona","C    ","SANTANDER                                         ","43,46096","-3,807934","Cantabria"
"270","Barcelona","C    ","ALBACETE                                          ","38,99765","-1,86007","Castilla-La Mancha"
"271","Barcelona","C    ","ALMANSA                                           ","38,86941","-1,097517","Castilla-La Mancha"
"272","Barcelona","C    ","ALMAGRO                                           ","38,8909","-3,706416","Castilla-La Mancha"
"273","Barcelona","C    ","CIUDAD REAL                                       ","38,9861","-3,927263","Castilla-La Mancha"
"274","Barcelona","C    ","MANZANARES                                        ","38,99636","-3,373172","Castilla-La Mancha"
"275","Barcelona","C    ","PAREDES                                           ","40,0646","-2,853939","Castilla-La Mancha"
"276","Barcelona","C    ","CIFUENTES                                         ","40,78657","-2,622788","Castilla-La Mancha"
"277","Barcelona","C    ","GUADALAJARA                                       ","40,62981","-3,166493","Castilla-La Mancha"
"278","Barcelona","C    ","JADRAQUE                                          ","40,92616","-2,925027","Castilla-La Mancha"
"279","Barcelona","PL   ","PASTRANA                                          ","40,41794","-2,922605","Castilla-La Mancha"
"280","Barcelona","C    ","QUER                                              ","40,60794","-3,277798","Castilla-La Mancha"
"281","Barcelona","C    ","TRILLO                                            ","40,70134","-2,593588","Castilla-La Mancha"
"282","Barcelona","C    ","TOLEDO                                            ","39,85678","-4,024476","Castilla-La Mancha"
"283","Barcelona","PTGE ","TOLEDO                                            ","39,85678","-4,024476","Castilla-La Mancha"
"284","Barcelona","C    ","TORRIJOS                                          ","39,98128","-4,284419","Castilla-La Mancha"
"285","Barcelona","C    ","BURGOS                                            ","42,34087","-3,699731","Castilla y León"
"286","Barcelona","PTGE ","IGLESIAS                                          ","42,29795","-3,990041","Castilla y León"
"287","Barcelona","C    ","SANTA CECILIA                                     ","42,05219","-3,803176","Castilla y León"
"288","Barcelona","C    ","BALBOA                                            ","42,70652","-6,923307","Castilla y León"
"289","Bilbao","CALLE","RIOJA                                             ","36,94406","-2,462424","Andalucía"
"290","Bilbao","GRUP ","BUENAVISTA                                        ","40,76791","-5,611017","Castilla y León"
"291","Bilbao","SBIDA","BUENAVISTA                                        ","40,76791","-5,611017","Castilla y León"
"292","Bilbao","CALLE","LEDESMA                                           ","41,09164","-5,998983","Castilla y León"
"293","Bilbao","CAMPA","SAN JUSTO                                         ","42,13504","-6,624657","Castilla y León"
"294","Bilbao","CALLE","SALOU                                             ","41,07677","1,144041","Cataluña"
"295","Bilbao","CALLE","BADAJOZ                                           ","38,8786","-6,970284","Extremadura"
"296","Bilbao","GRUP ","SANTA ANA                                         ","39,30836","-5,991424","Extremadura"
"297","Bilbao","PLAZA","AOIZ/AGOITZ                                       ","42,78579","-1,36801","Navarra, Comunidad Foral de"
"298","Bilbao","CALLE","CORTES                                            ","41,91969","-1,421934","Navarra, Comunidad Foral de"
"299","Bilbao","CALLE","TUDELA                                            ","42,06388","-1,605718","Navarra, Comunidad Foral de"
"300","Bilbao","CALLE","VITORIA-GASTEIZ                                   ","42,84641","-2,667893","País Vasco"
"301","Bilbao","AVDA ","BERGARA                                           ","43,11822","-2,413358","País Vasco"
"302","Bilbao","CALLE","HERNANI                                           ","43,26755","-1,975814","País Vasco"
"303","Bilbao","CALLE","TOLOSA                                            ","43,13698","-2,073914","País Vasco"
"304","Bilbao","CALLE","ZUMAIA                                            ","43,29726","-2,256849","País Vasco"
"305","Bilbao","CALLE","ZUMARRAGA                                         ","43,09048","-2,31322","País Vasco"
"306","Bilbao","PLAZA","ZUMARRAGA                                         ","43,09048","-2,31322","País Vasco"
"307","Bilbao","CALLE","BAKIO                                             ","43,42778","-2,811389","País Vasco"
"308","Bilbao","CAMPA","BERRIZ                                            ","43,18817","-2,593","País Vasco"
"309","Bilbao","CALLE","DURANGO                                           ","43,16907","-2,632655","País Vasco"
"310","Bilbao","PQUE ","ETXEBARRIA                                        ","43,25415","-2,477354","País Vasco"
"311","Bilbao","JDIN ","GARAI                                             ","43,19472","-2,609722","País Vasco"
"312","Bilbao","CALLE","GORLIZ                                            ","43,41667","-2,933333","País Vasco"
"313","Bilbao","CALLE","LEKEITIO                                          ","43,36551","-2,503344","País Vasco"
"314","Bilbao","CALLE","ONDARROA                                          ","43,3207","-2,420475","País Vasco"
"315","Bilbao","CALLE","PLENTZIA                                          ","43,40443","-2,950102","País Vasco"
"316","Bilbao","CALLE","SANTURTZI                                         ","43,32871","-3,031772","País Vasco"
"317","Bilbao","CALLE","BENIDORM                                          ","38,53704","-0,1290771","Comunitat Valenciana"
"318","Bilbao","CALLE","SAN ISIDRO                                        ","38,1702","-0,8401969","Comunitat Valenciana"
"319","Bilbao","CMNO ","MIRAMAR                                           ","38,9516","-0,1387654","Comunitat Valenciana"
"320","Bilbao","CALLE","MONCADA                                           ","39,54554","-0,3934617","Comunitat Valenciana"
"321","Bilbao","CALLE","SANTIAGO DE COMPOSTELA                            ","42,88045","-8,546304","Galicia"
"322","Bilbao","CALLE","BAIONA                                            ","42,11809","-8,84958","Galicia"
"323","Bilbao","PLAZA","HARO                                              ","42,57721","-2,846298","Rioja, La"
"324","Bilbao","CALLE","LOGROÑO                                           ","42,46577","-2,449995","Rioja, La"
